,ID,DATE,ROUTE_SURVEYED,BOARDING_LOCATION,BOARDING_LAT,BOARDING_LON,TRANSFERS_FROM_FIRST,ORIGIN_LAT_100M,ORIGIN_LON_100M,TIME_ON,route_type,Vertical_direction,Horizontal_direction
4996,4997,2016-05-19 00:00:00,444 Savage-Burnsville-Mall of America [SB],Burnsville Transit Station,44.779002,-93.275702,421 Burnsville-Savage Flex [ Minnesota Valley Transit ],44.777,-93.318,6:00 - 6:30 pm,421,0.0020019999999973948,0.04229800000000239
4997,4998,2016-05-19 00:00:00,14 Robbinsdale-West Broadway-Bloomington Av [SB],6th St & Hennepin Ave,44.978847,-93.273873,11 Columbia Heights - 2nd St NE - 4th Av S [ Minneapolis Metro Transit ],44.981,-93.267,5:00 - 6:00 pm,11,-0.0021529999999998495,-0.006872999999998797
5003,5004,2016-05-19 00:00:00,515 Southdale - 66th St - Bloomington Av - VA - MOA [WB],66th St W & Nicollet Ave S,44.883496,-93.278429,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.946,-93.273,5:00 - 6:00 pm,18,-0.062503999999997,-0.0054290000000065675
5004,5005,2016-05-19 00:00:00,14 Robbinsdale-West Broadway-Bloomington Av [NB],4th St S & Nicollet Mall,44.979798,-93.269671,6 U of M - Hennepin - Xerxes - France - Southdale [ Minneapolis Metro Transit ],44.947,-93.297,5:00 - 6:00 pm,6,0.03279799999999966,0.027328999999994608
5013,5014,2016-05-19 00:00:00,14 Robbinsdale-West Broadway-Bloomington Av [NB],7th St S & Park Ave S,44.972862,-93.262526,94 Express - Mpls - St Paul [ Minneapolis Metro Transit ],44.95,-93.096,6:00 - 6:30 pm,94,0.022861999999996385,-0.1665259999999904
5028,5029,2016-05-19 00:00:00,94 Express - Mpls - St Paul [EB],5th St Transit Center & Platform B,44.981041,-93.275321,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [ Minneapolis Metro Transit ],45.038,-93.286,7:00 - 8:00 pm,22,-0.056958999999999094,0.010678999999996108
5030,5031,2016-05-19 00:00:00,14 Robbinsdale-West Broadway-Bloomington Av [NB],West Broadway & Fremont Ave N,44.999223,-93.295502,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [ Minneapolis Metro Transit ],44.962,-93.241,6:30 - 7:00 pm,22,0.03722299999999734,-0.054501999999999384
5032,5033,2016-05-19 00:00:00,68 Jackson St - Robert St - 5th Av - Inver Hills [SB],L'Orient St & Kmart,44.980001,-93.090293,61 E Hennepin Av - Larpenteur Av - Arcade St [ Minneapolis Metro Transit ],44.981,-93.066,7:00 - 8:00 pm,61,-0.0009990000000001942,-0.02429300000000012
5033,5034,2016-05-19 00:00:00,94 Express - Mpls - St Paul [EB],5th St Transit Center & Platform B,44.981041,-93.275321,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.973,-93.229,7:00 - 8:00 pm,GREEN,0.008040999999998633,-0.04632100000000605
5038,5039,2016-05-19 00:00:00,14 Robbinsdale-West Broadway-Bloomington Av [NB],Hennepin Ave & 5th St S,44.979544,-93.272558,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.944,-93.288,7:00 - 8:00 pm,4,0.03554399999999447,0.015441999999993072
5041,5042,2016-05-19 00:00:00,68 Jackson St - Robert St - 5th Av - Inver Hills [SB],Jackson St & 14th St,44.955299,-93.096553,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.955,-93.143,7:00 - 8:00 pm,GREEN,0.00029899999999827287,0.04644700000000057
5044,5045,2016-05-19 00:00:00,14 Robbinsdale-West Broadway-Bloomington Av [SB],6th St & Hennepin Ave,44.978847,-93.273873,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.965,-93.277,7:00 - 8:00 pm,18,0.013846999999998388,0.003127000000006319
5051,5052,2016-05-19 00:00:00,14 Robbinsdale-West Broadway-Bloomington Av [SB],6th St S & Park Ave / Chicago Ave,44.973526,-93.261346,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.959,-93.104,7:00 - 8:00 pm,GREEN,0.014525999999996486,-0.15734600000000398
5058,5059,2016-05-19 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.972,-93.269,3:00 - 4:00 pm,GREEN,0.011319999999997776,-0.008013999999988641
5064,5065,2016-05-19 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.975,-93.271,3:00 - 4:00 pm,BLUE,0.008319999999997663,-0.0060139999999933025
5068,5069,2016-05-19 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.978,-93.271,3:00 - 4:00 pm,GREEN,0.005319999999997549,-0.0060139999999933025
5070,5071,2016-05-19 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.974,-93.277,3:00 - 4:00 pm,BLUE,0.009320000000002437,-1.3999999993075107e-05
5074,5075,2016-05-19 00:00:00,480 Apple Valley/Burnsville-St Paul [NB],Pillsbury Av at Heart of the City P&R E corner,44.772793,-93.280037,464 Savage-Burnsville-Minneapolis [ Minnesota Valley Transit ],44.769,-93.291,6:00 - 7:00 am,464,0.0037930000000017117,0.01096300000000383
5079,5080,2016-05-19 00:00:00,460 Burnsville-Minneapolis [NB],Burnsville Transit Station,44.779002,-93.275702,444 Savage-Burnsville-Mall of America [ Minnesota Valley Transit ],44.737,-93.268,6:00 - 7:00 am,444,0.04200199999999654,-0.007701999999994769
5084,5085,2016-05-20 00:00:00,94 Express - Mpls - St Paul [EB],6th St S & 5th Ave S,44.974969,-93.264758,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],44.966,-93.262,3:00 - 4:00 pm,14,0.008969000000000449,-0.002758000000000038
5090,5091,2016-05-20 00:00:00,446 Eagan-46th Street LRT [NB],Eagan Transit Station,44.831813,-93.166548,484 Eagan/Rosemount-St Paul [ Minnesota Valley Transit ],44.82,-93.213,7:00 - 8:00 am,484,0.01181299999999652,0.04645199999998795
5092,5093,2016-05-20 00:00:00,446 Eagan-46th Street LRT [NB],Lone Oak Rd at Eagandale Blvd NE corner,44.848068,-93.15873,484 Eagan/Rosemount-St Paul [ Minnesota Valley Transit ],44.818,-93.207,6:00 - 7:00 am,484,0.030067999999999984,0.048269999999988045
5109,5110,2016-05-20 00:00:00,780 Maple Grove - Express - Shepherd of the Grove P&R [NB],3rd St S & Hennepin Ave,44.981251,-93.269972,649 Express - Louisiana Av - Cedar Lake Rd- Mpls [ Minneapolis Metro Transit ],44.968,-93.354,5:00 - 6:00 pm,649,0.013250999999996793,0.08402800000000354
5123,5124,2016-05-23 00:00:00,444 Savage-Burnsville-Mall of America [SB],Mall of America Transit Station dep Gate D,44.85399,-93.239154,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],44.859,-93.279,6:00 - 7:00 am,5,-0.005009999999998627,0.03984599999999716
5138,5139,2016-05-24 00:00:00,30 Broadway Crosstown - Westgate Station [WB],Broadway St NE & Central Ave NE,44.998743,-93.24716,10 Central Av - University Av - Northtown [ Minneapolis Metro Transit ],45.02,-93.246,9:00 - 10:00 am,10,-0.021257000000005633,-0.0011599999999987176
5140,5141,2016-05-24 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Jackson / Robert,44.948576,-93.091016,3 U of M - Como Av - Energy Park Dr - Maryland Av [ Minneapolis Metro Transit ],44.986,-93.201,9:00 - 10:00 am,3,-0.03742399999999435,0.1099839999999972
5142,5143,2016-05-24 00:00:00,18 Nicollet Av - South Bloomington [SB],Hennepin Ave & 8th St N,44.977253,-93.275891,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],45.018,-93.295,6:00 - 7:00 am,5,-0.0407470000000032,0.019109000000000265
5143,5144,2016-05-24 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [WB],Wall St & 7th St,44.951355,-93.087222,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.968,-93.025,6:00 - 7:00 am,74,-0.016645000000004018,-0.06222199999999134
5146,5147,2016-05-24 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],8th St S & Hennepin Ave,44.977217,-93.276107,12 Uptown - Excelsior Blvd - Hopkins - Opus [ Minneapolis Metro Transit ],44.962,-93.294,6:00 - 7:00 am,12,0.015216999999999814,0.017893000000000825
5152,5153,2016-05-24 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [WB],Arlington Ave & Rice St,44.984639,-93.105738,62 Rice St - Little Canada - Shoreview - Signal Hills [ Minneapolis Metro Transit ],44.97,-93.105,6:00 - 7:00 am,62,0.014639000000002511,-0.0007379999999983511
5153,5154,2016-05-24 00:00:00,10 Central Av - University Av - Northtown [NB],Hennepin Ave & 7th St S,44.977887,-93.274858,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.952,-93.287,6:00 - 7:00 am,4,0.025887000000004434,0.012142000000011421
5157,5158,2016-05-24 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Market St,44.945084,-93.096748,480 Apple Valley/Burnsville-St Paul [ Minnesota Valley Transit ],44.732,-93.177,6:00 - 7:00 am,480,0.21308400000000205,0.08025200000000154
5158,5159,2016-05-24 00:00:00,10 Central Av - University Av - Northtown [NB],Central Ave & 5th St SE,44.988668,-93.25323,61 E Hennepin Av - Larpenteur Av - Arcade St [ Minneapolis Metro Transit ],44.955,-93.069,6:00 - 7:00 am,61,0.0336679999999987,-0.18422999999999945
5159,5160,2016-05-24 00:00:00,17 Minnetonka Blvd - Uptown - Washington St NE [EB],Hennepin Ave & 5th St S,44.979544,-93.272558,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.975,-93.266,6:00 - 7:00 am,GREEN,0.004543999999995663,-0.006557999999998287
5161,5162,2016-05-24 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],Portland Ave S & 66th St E,44.88379,-93.267987,515 Southdale - 66th St - Bloomington Av - VA - MOA [ Minneapolis Metro Transit ],44.889,-93.318,6:00 - 7:00 am,515,-0.005210000000005266,0.05001299999999276
5173,5174,2016-05-24 00:00:00,10 Central Av - University Av - Northtown [SB],Northtown Transit Center & Local Stop,45.127113,-93.264047,805 Anoka Traveler - Anoka - Coon Rapids - Northtown [ Minneapolis Metro Transit ],45.156,-93.294,7:00 - 8:00 am,805,-0.028886999999997443,0.029952999999991903
5177,5178,2016-05-24 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Market St,44.945084,-93.096748,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.945,-93.118,7:00 - 8:00 am,21,8.400000000108321e-05,0.021251999999989835
5180,5181,2016-05-24 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [EB],Hennepin Ave & 7th St S,44.977887,-93.274858,673 Express - Co Rd 73 P&R - Mpls [ Minneapolis Metro Transit ],44.919,-93.482,7:00 - 8:00 am,673,0.058887000000005685,0.2071420000000046
5189,5190,2016-05-24 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [EB],Hennepin Ave & 4th St S,44.980623,-93.271051,763 Express - 85th Av - Brookdale Dr - Humboldt - Mpls [ Minneapolis Metro Transit ],45.08,-93.3,7:00 - 8:00 am,763,-0.09937699999999694,0.028948999999997227
5190,5191,2016-05-24 00:00:00,17 Minnetonka Blvd - Uptown - Washington St NE [WB],Hennepin Ave & Washington Ave N,44.982297,-93.268913,760 Express - Zane Av - 63rd Av - 65th Av P&R - Mpls [ Minneapolis Metro Transit ],45.088,-93.353,7:00 - 8:00 am,760,-0.10570299999999833,0.08408699999999669
5194,5195,2016-05-24 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [EB],Hennepin Ave & Washington / 2nd St,44.98266,-93.268211,7 Plymouth - 27Av - Midtown - 46St LRT - 34Av S [ Minneapolis Metro Transit ],44.991,-93.308,7:00 - 8:00 am,7,-0.008339999999996905,0.039789000000013175
5212,5213,2016-05-24 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [EB],Hennepin Ave & Washington / 2nd St,44.98266,-93.268211,7 Plymouth - 27Av - Midtown - 46St LRT - 34Av S [ Minneapolis Metro Transit ],44.991,-93.317,7:00 - 8:00 am,7,-0.008339999999996905,0.048788999999999305
5214,5215,2016-05-24 00:00:00,11 Columbia Heights - 2nd St NE - 4th Av S [NB],Hennepin Ave & 5th St S,44.979544,-93.272558,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.854,-93.242,7:00 - 8:00 am,BLUE,0.12554399999999788,-0.030557999999999197
5216,5217,2016-05-24 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],7th St N & Hennepin Ave / 1st Ave,44.978303,-93.275204,766 Express - Champlin - Noble P&R - West River Rd [ Minneapolis Metro Transit ],45.129,-93.305,8:00 - 9:00 am,766,-0.15069700000000097,0.029796000000004597
5218,5219,2016-05-24 00:00:00,18 Nicollet Av - South Bloomington [SB],Hennepin Ave & 3rd St / 4th St N,44.980827,-93.270956,761 Express - Brooklyn Park - Xerxes - 49th Av - Mpls [ Minneapolis Metro Transit ],45.042,-93.291,8:00 - 9:00 am,761,-0.0611730000000037,0.02004399999999862
5222,5223,2016-05-24 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.901,-93.205,3:00 - 4:00 pm,BLUE,0.08231999999999573,-0.0720139999999958
5224,5225,2016-05-24 00:00:00,445 Eagan-Cedar Grove [EB],Cedar Grove Transit Station,44.812229,-93.218235,444 Savage-Burnsville-Mall of America [ Minnesota Valley Transit ],44.855,-93.24,3:00 - 4:00 pm,444,-0.042770999999994785,0.021764999999987822
5226,5227,2016-05-24 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Market St,44.945084,-93.096748,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.94,-93.167,8:00 - 9:00 am,63,0.005084000000003641,0.07025199999999643
5227,5228,2016-05-24 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,94 Express - Mpls - St Paul [ Minneapolis Metro Transit ],44.949,-93.093,3:00 - 4:00 pm,94,0.034320000000001016,-0.18401399999999057
5231,5232,2016-05-24 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.976,-93.27,3:00 - 4:00 pm,GREEN,0.007319999999999993,-0.007013999999998077
5234,5235,2016-05-24 00:00:00,445 Eagan-Cedar Grove [EB],Cedar Grove Transit Station,44.812229,-93.218235,444 Savage-Burnsville-Mall of America [ Minnesota Valley Transit ],44.854,-93.242,2:00 - 3:00 pm,444,-0.041770999999997116,0.02376499999999737
5236,5237,2016-05-24 00:00:00,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [NB],7th St N & Hennepin Ave / 1st Ave,44.97835,-93.275274,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],44.972,-93.262,8:00 - 9:00 am,19,0.006349999999997635,-0.013273999999995567
5237,5238,2016-05-24 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.977,-93.26,3:00 - 4:00 pm,BLUE,0.006320000000002324,-0.017013999999988982
5243,5244,2016-05-24 00:00:00,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [NB],VA Medical Center & Visitors Entrance,44.901751,-93.204238,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.975,-93.266,8:00 - 9:00 am,BLUE,-0.07324900000000412,0.06176200000000165
5246,5247,2016-05-24 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [WB],5th St & Minnesota St,44.94675,-93.092095,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.967,-93.207,9:00 - 10:00 am,GREEN,-0.020249999999997215,0.11490499999999315
5247,5248,2016-05-24 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Minnesota St,44.94675,-93.092095,67 W Minnehaha - Raymond Sta - Hiawatha [ Minneapolis Metro Transit ],44.955,-93.146,8:00 - 9:00 am,67,-0.00824999999999676,0.053905000000000314
5249,5250,2016-05-24 00:00:00,18 Nicollet Av - South Bloomington [SB],Hennepin Ave & 3rd St / 4th St N,44.980827,-93.270956,61 E Hennepin Av - Larpenteur Av - Arcade St [ Minneapolis Metro Transit ],44.984,-93.105,8:00 - 9:00 am,61,-0.003173000000003867,-0.16595599999999422
5250,5251,2016-05-24 00:00:00,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [WB],9th St S & Nicollet Mall,44.975246,-93.2743,578 Express - Edina - Southdale - Mpls [ Minneapolis Metro Transit ],44.872,-93.319,8:00 - 9:00 am,578,0.10324599999999862,0.04470000000000596
5257,5258,2016-05-24 00:00:00,18 Nicollet Av - South Bloomington [SB],Nicollet Ave S & Franklin Ave W,44.962786,-93.277881,2 Franklin Av - Riverside Av - U of M - 8th St SE [ Minneapolis Metro Transit ],44.96,-93.254,8:00 - 9:00 am,2,0.0027860000000003993,-0.023880999999988717
5258,5259,2016-05-24 00:00:00,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [WB],Hennepin Ave & 10th St N,44.975879,-93.277906,10 Central Av - University Av - Northtown [ Minneapolis Metro Transit ],45.005,-93.247,8:00 - 9:00 am,10,-0.029121000000003505,-0.030906000000001654
5260,5261,2016-05-24 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],Brooklyn Center Transit & Gate D,45.059506,-93.31827,722 Brooklyn Ctr - Humboldt Av N - Shingle Creek Pkwy [ Minneapolis Metro Transit ],45.072,-93.299,9:00 - 10:00 am,722,-0.01249400000000378,-0.019269999999991683
5261,5262,2016-05-24 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [WB],Maplewood Mall Transit Center & Gate D/E,45.028857,-93.024179,219 Maplewood - Century Av - Hadley Av - Sunray [ Minneapolis Metro Transit ],45.03,-93.004,9:00 - 10:00 am,219,-0.001142999999999006,-0.020178999999998837
5271,5272,2016-05-24 00:00:00,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [SB],Brooklyn Center Transit & Gate G,45.059718,-93.318821,721 Ltd Stop - Brooklyn Center - New Hope - Mpls [ Minneapolis Metro Transit ],45.055,-93.389,9:00 - 10:00 am,721,0.004717999999996891,0.070178999999996
5272,5273,2016-05-24 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [WB],5th St & Minnesota St,44.94675,-93.092095,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.955,-93.125,9:00 - 10:00 am,GREEN,-0.00824999999999676,0.03290499999999952
5275,5276,2016-05-24 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [WB],Wall St & 7th St,44.951355,-93.087222,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.949,-93.019,9:00 - 10:00 am,63,0.0023550000000014393,-0.06822199999999157
5277,5278,2016-05-24 00:00:00,10 Central Av - University Av - Northtown [NB],Columbia Heights Transit & 40th Ave/41st Ave,45.041884,-93.246916,11 Columbia Heights - 2nd St NE - 4th Av S [ Minneapolis Metro Transit ],45.044,-93.266,9:00 - 10:00 am,11,-0.0021159999999937895,0.01908400000000654
5278,5279,2016-05-24 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Wabasha St / Cedar St,44.945934,-93.093821,62 Rice St - Little Canada - Shoreview - Signal Hills [ Minneapolis Metro Transit ],44.956,-93.107,9:00 - 10:00 am,62,-0.010066000000001907,0.013178999999993835
5284,5285,2016-05-24 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.978,-93.263,3:00 - 4:00 pm,GREEN,0.005319999999997549,-0.014013999999988869
5293,5294,2016-05-24 00:00:00,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [NB],Target Field Station & Rail Platform,44.98332,-93.277014,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.976,-93.275,3:00 - 4:00 pm,18,0.007319999999999993,-0.002013999999988414
5297,5298,2016-05-24 00:00:00,18 Nicollet Av - South Bloomington [NB],Nicollet Ave S & 98th St E,44.826495,-93.278313,539 Norm Coll - France Av - 98St - MOA [ Minneapolis Metro Transit ],44.826,-93.308,9:00 - 10:00 am,539,0.0004950000000008004,0.02968700000000979
5305,5306,2016-05-24 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & 7th St W,44.945461,-93.100705,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.939,-93.126,10:00 - 11:00 am,63,0.006461000000001604,0.025294999999999845
5310,5311,2016-05-24 00:00:00,17 Minnetonka Blvd - Uptown - Washington St NE [WB],Hennepin Ave & 6th St / 7th St N,44.978316,-93.274481,724 Ltd Stop - Target Campus - Starlite - Brooklyn Ctr [ Minneapolis Metro Transit ],44.972,-93.262,10:00 - 11:00 am,724,0.006315999999998212,-0.01248099999999397
5312,5313,2016-05-24 00:00:00,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [EB],8th St N & Hennepin Ave,44.977184,-93.276076,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.96,-93.288,10:00 - 11:00 am,4,0.01718400000000031,0.011923999999993384
