,ID,DATE,ROUTE_SURVEYED,BOARDING_LOCATION,BOARDING_LAT,BOARDING_LON,TRANSFERS_FROM_FIRST,ORIGIN_LAT_100M,ORIGIN_LON_100M,TIME_ON,route_type,Vertical_direction,Horizontal_direction
15830,15831,2016-09-29 00:00:00,GREEN METRO Green Line [EB],West Bank Station,44.972024,-93.245553,121 U of M - Campus Connector [ Minneapolis Metro Transit ],44.974,-93.237,6:00 - 6:30 pm,121,-0.0019759999999990896,-0.00855300000000625
15856,15857,2016-09-29 00:00:00,GREEN METRO Green Line [WB],Snelling Ave Station,44.955708,-93.167232,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.943,-93.103,6:00 - 6:30 pm,21,0.012708000000003494,-0.06423200000000406
15858,15859,2016-09-29 00:00:00,BLUE METRO Blue Line [SB],Nicollet Mall Station,44.978491,-93.269912,12 Uptown - Excelsior Blvd - Hopkins - Opus [ Minneapolis Metro Transit ],44.929,-93.361,7:00 - 8:00 pm,12,0.04949099999999618,0.09108799999999917
15869,15870,2016-09-29 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.949,-93.109,7:00 - 8:00 pm,63,-0.002929999999999211,0.016797999999994317
15870,15871,2016-09-29 00:00:00,GREEN METRO Green Line [WB],Raymond Ave Station,44.963332,-93.195861,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.941,-93.189,7:00 - 8:00 pm,63,0.022331999999998686,-0.006861000000000672
15872,15873,2016-09-29 00:00:00,BLUE METRO Blue Line [SB],U.S. Bank Stadium Station,44.97496,-93.259671,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.974,-93.234,7:00 - 8:00 pm,GREEN,0.0009600000000062892,-0.025671000000002664
15875,15876,2016-09-29 00:00:00,3 U of M - Como Av - Energy Park Dr - Maryland Av [WB],Union Depot & Gate A1,44.947131,-93.085709,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.975,-93.073,7:00 - 8:00 pm,64,-0.027869000000002586,-0.01270900000000097
15880,15881,2016-09-29 00:00:00,GREEN METRO Green Line [WB],Union Depot Station,44.948165,-93.086889,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.946,-93.093,7:00 - 8:00 pm,64,0.0021650000000050795,0.006111000000004196
15881,15882,2016-09-29 00:00:00,GREEN METRO Green Line [WB],Raymond Ave Station,44.963332,-93.195861,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.941,-93.189,7:00 - 8:00 pm,63,0.022331999999998686,-0.006861000000000672
15883,15884,2016-09-29 00:00:00,GREEN METRO Green Line [WB],West Bank Station,44.972101,-93.245573,3 U of M - Como Av - Energy Park Dr - Maryland Av [ Minneapolis Metro Transit ],44.977,-93.126,7:00 - 8:00 pm,3,-0.004898999999994658,-0.11957299999998838
15889,15890,2016-09-29 00:00:00,GREEN METRO Green Line [WB],Stadium Village Station,44.974907,-93.223072,121 U of M - Campus Connector [ Minneapolis Metro Transit ],44.984,-93.185,8:00 - 9:00 pm,121,-0.009093000000000018,-0.03807199999999966
15898,15899,2016-10-03 00:00:00,515 Southdale - 66th St - Bloomington Av - VA - MOA [EB],66th St W & Penn Ave S,44.883481,-93.308757,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.897,-93.307,6:30 - 7:00 pm,4,-0.013518999999995174,-0.0017569999999977881
15912,15913,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [SB],Hennepin Ave & 5th St / 6th St N,44.979387,-93.272978,850 Express - Riverdale P&R - Foley P&R - Mpls [ Minneapolis Metro Transit ],45.164,-93.317,6:00 - 7:00 am,850,-0.1846129999999988,0.04402199999999823
15921,15922,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [SB],Hennepin Ave & Washington / 3rd St,44.981622,-93.269838,7 Plymouth - 27Av - Midtown - 46St LRT - 34Av S [ Minneapolis Metro Transit ],44.992,-93.304,7:00 - 8:00 am,7,-0.01037799999999578,0.03416200000000913
15924,15925,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],7th St Garage & Transit Center,44.977877,-93.277796,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],45.007,-93.312,7:00 - 8:00 am,19,-0.029122999999998456,0.034204000000002566
15926,15927,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [SB],Hennepin Ave & 3rd St / 4th St N,44.980827,-93.270956,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],44.967,-93.257,7:00 - 8:00 am,14,0.013826999999999146,-0.013955999999993196
15930,15931,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],8th St S & Marquette Ave / 2nd Ave S,44.975004,-93.271083,375 Express - Oakdale - Mpls [ Minneapolis Metro Transit ],44.861,-92.623,7:00 - 8:00 am,375,0.11400400000000133,-0.6480829999999997
15934,15935,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [SB],Hennepin Ave & Franklin Ave W,44.96248,-93.291719,2 Franklin Av - Riverside Av - U of M - 8th St SE [ Minneapolis Metro Transit ],44.96,-93.268,7:00 - 8:00 am,2,0.0024799999999984834,-0.023718999999999824
15938,15939,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [SB],Hennepin Ave & 8th St N,44.977253,-93.275891,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [ Minneapolis Metro Transit ],45.005,-93.291,7:00 - 8:00 am,22,-0.027747000000005073,0.015108999999995376
15941,15942,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [NB],Hennepin Ave & 7th St S,44.977887,-93.274858,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],44.918,-93.258,7:00 - 8:00 am,5,0.059887000000003354,-0.01685799999999915
15946,15947,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],Chicago Ave S & 38th St E,44.934292,-93.262439,23 Uptown - 38th St - Highland Village [ Minneapolis Metro Transit ],44.931,-93.286,8:00 - 9:00 am,23,0.003292000000001849,0.02356100000000083
15963,15964,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],7th St S & Nicollet Mall,44.977195,-93.272875,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.949,-93.137,8:00 - 9:00 am,GREEN,0.028195000000003745,-0.13587499999999864
15967,15968,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [NB],Hennepin Ave & 7th St S,44.977887,-93.274858,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],45.035,-93.303,8:00 - 9:00 am,5,-0.057112999999993974,0.028142000000002554
15981,15982,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],8th St N & Hennepin Ave,44.977184,-93.276076,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.955,-93.282,8:00 - 9:00 am,4,0.022184000000002868,0.005923999999993157
15989,15990,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],8th St S & Marquette Ave / 2nd Ave S,44.975004,-93.271083,578 Express - Edina - Southdale - Mpls [ Minneapolis Metro Transit ],44.862,-93.322,8:00 - 9:00 am,578,0.11300399999999655,0.050916999999998325
15998,15999,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [NB],Hennepin Ave & 4th St S,44.980623,-93.271051,724 Ltd Stop - Target Campus - Starlite - Brooklyn Ctr [ Minneapolis Metro Transit ],45.095,-93.35,9:00 - 10:00 am,724,-0.11437699999999751,0.07894899999999438
16003,16004,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [SB],Lyndale Ave S & Lake St W,44.948451,-93.288171,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.947,-93.336,9:00 - 10:00 am,21,0.0014509999999958723,0.047828999999993016
16004,16005,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [NB],Hennepin Ave & 7th St S,44.977887,-93.274858,94 Express - Mpls - St Paul [ Minneapolis Metro Transit ],44.968,-93.257,9:00 - 10:00 am,94,0.009886999999999091,-0.017857999999989715
16006,16007,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],Fremont Ave N & Lowry Ave N,45.012988,-93.295639,32 Robbinsdale - Lowry Av - Rosedale [ Minneapolis Metro Transit ],45.022,-93.329,9:00 - 10:00 am,32,-0.009011999999998466,0.03336099999999931
16011,16012,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [NB],11th St S & Harmon Place,44.974224,-93.278165,698 SW Transit - Express - Chaska - Chanhassen - Mpls [ Minneapolis Metro Transit ],44.875,-93.575,10:00 - 11:00 am,698,0.09922399999999953,0.2968350000000015
16012,16013,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [NB],8th St SE & 9th Ave SE,44.987182,-93.239745,2 Franklin Av - Riverside Av - U of M - 8th St SE [ Minneapolis Metro Transit ],44.979,-93.234,9:00 - 10:00 am,2,0.008181999999997913,-0.005745000000004552
16021,16022,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],8th St S & Hennepin Ave,44.977217,-93.276107,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.969,-93.277,10:00 - 11:00 am,18,0.008217000000001917,0.0008930000000049176
16022,16023,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],American Blvd & Portland Ave S,44.85987,-93.267764,540 Edina - Richfield - 77th St - MOA [ Minneapolis Metro Transit ],44.866,-93.317,10:00 - 11:00 am,540,-0.006129999999998859,0.049235999999993396
16029,16030,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],MOA Transit Station & Gate B,44.854022,-93.239292,54 Ltd Stop - W 7St - Airport - MOA [ Minneapolis Metro Transit ],44.912,-93.149,10:00 - 11:00 am,54,-0.05797799999999853,-0.09029200000000515
16036,16037,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [NB],Hennepin Ave & 5th St S,44.979544,-93.272558,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.965,-93.207,10:00 - 11:00 am,GREEN,0.014543999999993673,-0.06555800000001
16037,16038,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [SB],Hennepin Ave & 8th St N,44.977253,-93.275891,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],44.97,-93.308,10:00 - 11:00 am,19,0.007252999999998622,0.032109000000005494
16051,16052,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],Chicago Ave S & Chicago Lake Transit Gate C,44.949624,-93.262602,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.947,-93.283,10:00 - 11:00 am,21,0.002623999999997295,0.020398000000000138
16070,16071,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [SB],Central Ave NE & 24th Ave NE,45.012258,-93.247462,32 Robbinsdale - Lowry Av - Rosedale [ Minneapolis Metro Transit ],45.012,-93.233,11:00 am - 12:00 pm,32,0.00025800000000231194,-0.014461999999994646
16081,16082,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [SB],Hennepin Ave & 6th St / 7th St N,44.978316,-93.274481,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [ Minneapolis Metro Transit ],45.068,-93.311,11:00 am - 12:00 pm,19,-0.08968399999999832,0.036519000000012625
16082,16083,2016-10-04 00:00:00,7 Plymouth - 27Av - Midtown - 46St LRT - 34Av S [NB],Minnehaha Ave & Lake St / Transitway,44.948901,-93.23457,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.945,-93.247,11:00 am - 12:00 pm,21,0.003900999999999044,0.012429999999994834
16083,16084,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],Xerxes Ave N & Bass Lake Rd (Co Rd 10),45.059151,-93.320513,723 Starlite - North Henn Comm College - Brooklyn Ctr [ Minneapolis Metro Transit ],45.108,-93.374,11:00 am - 12:00 pm,723,-0.048848999999997034,0.05348699999998985
16088,16089,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],8th St S & 3rd Ave / 4th Ave S,44.97385,-93.268321,465 Burnsville-Minneapolis-U of M [ Minnesota Valley Transit ],44.769,-93.291,12:00 pm - 1:00 pm,465,0.20485000000000042,0.022678999999996563
16096,16097,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [SB],Northtown Transit Center & Local Stop,45.127113,-93.264047,831 Anoka Traveler - 117th Av - Polk - Northtown [ Minneapolis Metro Transit ],45.169,-93.252,12:00 pm - 1:00 pm,831,-0.04188699999999557,-0.012047000000009689
16097,16098,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [NB],Central Ave NE & Lowry Ave NE,45.013073,-93.24721,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.862,-93.257,11:00 am - 12:00 pm,18,0.15107299999999668,0.009790000000009513
16113,16114,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],MOA Transit Station & Gate B,44.854022,-93.239292,515 Southdale - 66th St - Bloomington Av - VA - MOA [ Minneapolis Metro Transit ],44.89,-93.252,1:00 - 2:00 pm,515,-0.035978000000000065,0.012707999999989283
16120,16121,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],77th St E & Nicollet Ave S,44.863782,-93.27813,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.815,-93.294,1:00 - 2:00 pm,18,0.04878200000000277,0.0158699999999925
16125,16126,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [NB],Hennepin Ave & 5th St S,44.979544,-93.272558,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.971,-93.242,1:00 - 2:00 pm,GREEN,0.008544000000000551,-0.030557999999999197
16127,16128,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],7th St N & Hennepin Ave / 1st Ave,44.978303,-93.275204,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.972,-93.284,2:00 - 3:00 pm,4,0.006302999999995507,0.0087960000000038
16129,16130,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [NB],Hennepin Ave & 7th St S,44.977887,-93.274858,10 Central Av - University Av - Northtown [ Minneapolis Metro Transit ],45.014,-93.247,2:00 - 3:00 pm,10,-0.036113000000000284,-0.02785799999999483
16132,16133,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [SB],Hennepin Ave & Uptown Station - Gate A,44.950104,-93.298361,17 Minnetonka Blvd - Uptown - Washington St NE [ Minneapolis Metro Transit ],44.945,-93.382,2:00 - 3:00 pm,17,0.005104000000002884,0.08363900000000513
16137,16138,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],7th St N & Hennepin Ave / 1st Ave,44.978303,-93.275204,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.92,-93.225,2:00 - 3:00 pm,BLUE,0.05830299999999511,-0.05020400000000791
16145,16146,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [NB],Southdale Transit Center & Gate A,44.88155,-93.322374,587 Express - Edina - Valley View Rd - Mpls [ Minneapolis Metro Transit ],44.908,-93.356,3:00 - 4:00 pm,587,-0.02645000000000408,0.03362599999999816
16155,16156,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [NB],Xerxes Ave S & 50th St W,44.912357,-93.318793,46 50St - 46St - 46St LRT- Highland Village [ Minneapolis Metro Transit ],44.914,-93.282,3:00 - 4:00 pm,46,-0.0016430000000013933,-0.03679300000000296
16157,16158,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [NB],Hennepin Ave & 4th St S,44.980623,-93.271051,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],45.034,-93.305,3:00 - 4:00 pm,5,-0.053376999999997565,0.03394900000000689
16158,16159,2016-10-04 00:00:00,7 Plymouth - 27Av - Midtown - 46St LRT - 34Av S [SB],4th St S & 2nd Ave / 3rd Ave S,44.978277,-93.266413,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.965,-93.277,3:00 - 4:00 pm,18,0.013276999999995098,0.010587000000001012
16163,16164,2016-10-04 00:00:00,7 Plymouth - 27Av - Midtown - 46St LRT - 34Av S [SB],Hennepin Ave & Washington / 3rd St,44.981622,-93.269838,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.975,-93.266,3:00 - 4:00 pm,GREEN,0.006622000000000128,-0.0038379999999875736
16170,16171,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [SB],7th St Garage & Transit Center,44.977877,-93.277796,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],45.02,-93.289,3:00 - 4:00 pm,5,-0.042123000000003685,0.011204000000006431
16190,16191,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],8th St S & Marquette Ave / 2nd Ave S,44.975004,-93.271083,766 Express - Champlin - Noble P&R - West River Rd [ Minneapolis Metro Transit ],45.108,-93.3,4:00 - 5:00 pm,766,-0.13299599999999856,0.028916999999992754
16196,16197,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],Chicago Ave S & Franklin Ave E,44.9628,-93.262623,2 Franklin Av - Riverside Av - U of M - 8th St SE [ Minneapolis Metro Transit ],44.963,-93.282,4:00 - 5:00 pm,2,-0.00019999999999953388,0.01937699999999154
16197,16198,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [SB],4th St SE & Hennepin Ave E,44.98839,-93.254787,61 E Hennepin Av - Larpenteur Av - Arcade St [ Minneapolis Metro Transit ],44.991,-93.227,4:00 - 5:00 pm,61,-0.0026099999999971146,-0.027786999999989348
16204,16205,2016-10-04 00:00:00,7 Plymouth - 27Av - Midtown - 46St LRT - 34Av S [NB],Minnehaha Ave & Lake St / Transitway,44.948901,-93.23457,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.947,-93.352,4:00 - 5:00 pm,21,0.0019009999999965999,0.11742999999999881
16217,16218,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [NB],Hennepin Ave & 5th St S,44.979544,-93.272558,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.975,-93.266,5:00 - 6:00 pm,BLUE,0.004543999999995663,-0.006557999999998287
16220,16221,2016-10-04 00:00:00,10 Central Av - University Av - Northtown [NB],Hennepin Ave & 5th St S,44.979544,-93.272558,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],45.0,-93.289,4:00 - 5:00 pm,14,-0.020456000000002916,0.016441999999997847
16222,16223,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [NB],8th St SE & 9th Ave SE,44.987182,-93.239745,2 Franklin Av - Riverside Av - U of M - 8th St SE [ Minneapolis Metro Transit ],44.973,-93.227,5:00 - 6:00 pm,2,0.01418199999999814,-0.012744999999995343
16223,16224,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],MOA Transit Station & Gate B,44.854022,-93.239292,54 Ltd Stop - W 7St - Airport - MOA [ Minneapolis Metro Transit ],44.953,-93.098,5:00 - 6:00 pm,54,-0.09897800000000245,-0.14129200000000708
16224,16225,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [SB],Xerxes Ave S & 49th St W,44.914365,-93.318947,46 50St - 46St - 46St LRT- Highland Village [ Minneapolis Metro Transit ],44.916,-93.268,5:00 - 6:00 pm,46,-0.0016350000000002751,-0.050946999999993636
16227,16228,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [SB],Hennepin Ave & 6th St / 7th St N,44.978316,-93.274481,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],44.891,-93.26,4:00 - 5:00 pm,5,0.08731600000000128,-0.014480999999989308
16237,16238,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],MOA Transit Station & Gate B,44.854022,-93.239292,444 Savage-Burnsville-Mall of America [ Minnesota Valley Transit ],44.777,-93.272,5:00 - 6:00 pm,444,0.07702199999999948,0.032707999999999515
16245,16246,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],Brooklyn Center Transit & Gate D,45.059506,-93.31827,724 Ltd Stop - Target Campus - Starlite - Brooklyn Ctr [ Minneapolis Metro Transit ],45.073,-93.353,5:00 - 6:00 pm,724,-0.01349400000000145,0.03472999999999615
16249,16250,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [NB],Southdale Transit Center & Gate A,44.88155,-93.322374,684 SW Transit - Express - Eden Prairie - Southdale [ Minneapolis Metro Transit ],44.858,-93.422,5:00 - 6:00 pm,684,0.023550000000000182,0.09962600000000066
16253,16254,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [NB],Penn Ave S & Best Buy,44.864585,-93.308405,540 Edina - Richfield - 77th St - MOA [ Minneapolis Metro Transit ],44.867,-93.352,5:00 - 6:00 pm,540,-0.002414999999999168,0.043595000000010486
16262,16263,2016-10-04 00:00:00,17 Minnetonka Blvd - Uptown - Washington St NE [EB],24th St W & Nicollet Ave S,44.959062,-93.278022,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [ Minneapolis Metro Transit ],44.956,-93.256,6:00 - 6:30 pm,9,0.003061999999999898,-0.02202200000000687
16264,16265,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [NB],Hennepin Ave & Uptown Station - Gate B,44.950151,-93.29821,12 Uptown - Excelsior Blvd - Hopkins - Opus [ Minneapolis Metro Transit ],44.902,-93.421,5:00 - 6:00 pm,12,0.04815099999999717,0.12279000000000906
16272,16273,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [SB],Hennepin Ave & 3rd St / 4th St N,44.980827,-93.270956,3 U of M - Como Av - Energy Park Dr - Maryland Av [ Minneapolis Metro Transit ],44.973,-93.257,6:30 - 7:00 pm,3,0.007826999999998918,-0.013955999999993196
16282,16283,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [SB],Hennepin Ave & 3rd St / 4th St N,44.980827,-93.270956,3 U of M - Como Av - Energy Park Dr - Maryland Av [ Minneapolis Metro Transit ],44.976,-93.235,6:30 - 7:00 pm,3,0.0048269999999988045,-0.03595599999999877
16287,16288,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [SB],Hennepin Ave & 5th St / 6th St N,44.979387,-93.272978,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.975,-93.255,7:00 - 8:00 pm,GREEN,0.004387000000001251,-0.017977999999999383
16291,16292,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [SB],Hennepin Ave & 5th St / 6th St N,44.979387,-93.272978,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.974,-93.232,7:00 - 8:00 pm,GREEN,0.005387000000006026,-0.04097799999999552
16293,16294,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],Brooklyn Center Transit & Gate D,45.059506,-93.31827,724 Ltd Stop - Target Campus - Starlite - Brooklyn Ctr [ Minneapolis Metro Transit ],45.11,-93.383,6:30 - 7:00 pm,724,-0.05049400000000048,0.06472999999999729
16307,16308,2016-10-04 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [NB],Penn Ave S & Best Buy,44.864585,-93.308405,539 Norm Coll - France Av - 98St - MOA [ Minneapolis Metro Transit ],44.815,-93.314,7:00 - 8:00 pm,539,0.049585000000000434,0.0055949999999995725
16313,16314,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],7th St S & Park Ave S,44.972862,-93.262526,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.963,-93.169,7:00 - 8:00 pm,GREEN,0.009861999999998261,-0.09352599999999711
16319,16320,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [NB],MOA Transit Station & MOA Layover Node,44.854139,-93.238602,54 Ltd Stop - W 7St - Airport - MOA [ Minneapolis Metro Transit ],44.883,-93.211,8:00 - 9:00 pm,54,-0.028860999999999137,-0.02760200000000168
16321,16322,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [NB],Southdale Transit Center & Gate A,44.88155,-93.322374,515 Southdale - 66th St - Bloomington Av - VA - MOA [ Minneapolis Metro Transit ],44.854,-93.242,8:00 - 9:00 pm,515,0.027549999999997965,-0.08037399999999195
16329,16330,2016-10-04 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [NB],France Ave S & 50th St W,44.912317,-93.328975,46 50St - 46St - 46St LRT- Highland Village [ Minneapolis Metro Transit ],44.91,-93.351,8:00 - 9:00 pm,46,0.0023170000000050095,0.022024999999999295
16336,16337,2016-10-04 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],Brooklyn Center Transit & Gate D,45.059506,-93.31827,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [ Minneapolis Metro Transit ],45.049,-93.299,8:00 - 9:00 pm,22,0.01050599999999946,-0.019269999999991683
16342,16343,2016-10-05 00:00:00,11 Columbia Heights - 2nd St NE - 4th Av S [NB],Hennepin Ave & 4th St S,44.980623,-93.271051,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],44.935,-93.252,6:00 - 7:00 am,14,0.04562299999999908,-0.019051000000004592
16349,16350,2016-10-05 00:00:00,11 Columbia Heights - 2nd St NE - 4th Av S [SB],12th St S & Yale Place,44.973056,-93.279033,776 Plymouth - Express - Southwest Plymouth [ Minneapolis Metro Transit ],45.016,-93.501,Before 6:00 am,776,-0.04294399999999854,0.22196700000000646
16355,16356,2016-10-05 00:00:00,4 New Brighton - Johnson St - Bryant Av - Southtown [SB],Hennepin Ave & 6th St / 7th St N,44.978316,-93.274481,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],45.002,-93.3,7:00 - 8:00 am,14,-0.023684000000002925,0.025519000000002734
16356,16357,2016-10-05 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [ Minneapolis Metro Transit ],45.396,-93.353,7:00 - 8:00 am,888,-0.41296400000000233,0.07554999999999268
16358,16359,2016-10-05 00:00:00,GREEN METRO Green Line [EB],Warehouse Hennepin Ave Station,44.980003,-93.273144,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [ Minneapolis Metro Transit ],44.98,-93.299,7:00 - 8:00 am,9,3.000000006636583e-06,0.025856000000004542
